           0          10          35           3  0.55327706648579000     
           0          10          35           4  0.59851144712544979     
           0           5          33          10  0.64766125143215747     
           0           4          25          16  0.68354077384416945     
           0           0          24          19  0.70105192339079947     
           0           3          21          24  0.70369481531091727     
           0           1          23          20  0.69360341399246495     
           0           1          27          13  0.66711578768081337     
           0           8          31           6  0.63761168091908949     
           0           8          27           5  0.61909825766424398     
           0           9          30           5  0.60653027727930797     
           2           8          33           7  0.58257119815835434     
           0           8          32          11  0.61312371631721829     
           2           5          23          12  0.66074372851319541     
           1           4          24          21  0.69172726611472113     
           1           3          25          19  0.68990055382934989     
           1           9          22          15  0.63662790620961451     
           1          11          25          11  0.60429598337075430     
           0          13          27          14  0.62042408508097058     
           0           9          28          11  0.63636473585579567     
           1           9          29          15  0.62590078856611087     
           1          12          30           7  0.56278068497075795     
           1          17          24          12  0.55148075730702084     
           0           7          29          15  0.61439359641441993     
           1           5          26          19  0.67285630975778343     
           0           8          25          19  0.67413497236666620     
           1          14          23          16  0.60042798360142235     
           2          16          22           9  0.57186116270067733     
           0          10          24          16  0.60921283121274106     
           1           7          27          18  0.64604649357318589     
           0           5          26          19  0.62300150468322579     
           1          16          27           8  0.54507593234906682     
           0          19          24           7  0.51934298550607505     
           1           9          32          15  0.59168752091642207     
           0          10          27          14  0.64769233665858150     
           1           6          30          12  0.62205585304267108     
           1          16          30          10  0.54847539124148248     
           2          20          28          10  0.52851803455314805     
           2          12          25          11  0.58915009412794728     
           2          11          24          17  0.61607727855854588     
           2           7          31          12  0.61115664383277124     
           3          20          27           9  0.54946180216015394     
           2          15          32           7  0.54000019113615783     
           5          13          27           8  0.57440401494612547     
           2           7          25          17  0.62300625533169274     
           2          12          29          10  0.59184326718204439     
           1          10          31           9  0.56028953823693284     
           1          19          26           7  0.57680840971837921     
           0           3          29          11  0.65852377281759455     
           1           4          18          20  0.67794125143552775     
           1           6          25          11  0.61337906177861079     
           3          15          19           9  0.57305210793430517     
           5          16          22           9  0.60179200339883421     
           3           9          22          12  0.64878415631615649     
           1           5          11          15  0.69832300987145690     
           3           6          21           9  0.65511287827532394     
           1          19          17           9  0.57990454364585853     
           4          10          23          11  0.57471595055432023     
           5           6          18          20  0.65184772212794340     
           1           7          25          24  0.69403335942416722     
           1          11          17          13  0.63260057979016426     
           3          23          21           7  0.55879556892331050     
           6          15          23           8  0.55723970965633074     
           2           9          16          17  0.65760336246371354     
           1           9          24          12  0.66478494221912754     
           5          16          23          10  0.57586696341046362     
           6          18          20          11  0.55941660999507559     
           2           9          21          10  0.63143024927267832     
           1           6          16          18  0.71547926837523523     
           2           8          21          14  0.71632051993402457     
           1          15          20          13  0.61308563819012474     
           4          19          20           9  0.54983703763148184     
           3          13          23          14  0.59632577812586518     
           1           7          14          22  0.67367143758504611     
           5           7          18          17  0.67306873238882781     
           3          15          20          10  0.61357929112971654     
           4          22          16          12  0.57755573198141630     
           1          15          23          13  0.63576903701439846     
           1           6          19          20  0.70216478735857446     
           0           6          22          16  0.70867471774568136     
           4          20          19          12  0.57868533445347992     
           4          18          17           6  0.53956274287253292     
           2          10          24          10  0.61294969860114146     
           2           9          21          19  0.64634088895168917     
           3           7          21          16  0.64722390644745753     
           0          15          16          14  0.63486908362601313     
           3          15          21           8  0.59707249530869422     
           3          10          23          15  0.63164974436615640     
           3           9          22          14  0.66653615938561461     
           1           6          29          14  0.65235839047713085     
           0          16          20          13  0.60996307614410250     
           3          12          27           8  0.56294637147912385     
           6          16          20          11  0.58208161875365838     
           4           7          26          13  0.67095048868260665     
           2           9          23          16  0.68149452077958228     
           2          10          16          13  0.64177973303869029     
           3           7          26           9  0.61945649234759970     
           5          15          23           9  0.57289022812177248     
           2           9          20          14  0.62159740581827616     
           1           6          27          13  0.66455408373380709     
           3          17          16          18  0.63426635735894710     
           1          13          29          10  0.62380792026775722     
           5          23          23          14  0.54389974681711684     
           6          15          19          14  0.59691295886542239     
           0           9          20          21  0.63478218750713611     
           4           9          18          15  0.65639935094421165     
           4           9          22          16  0.63731469762873960     
           3          16          20          12  0.61690774255648695     
           1          12          21          11  0.64472408244804558     
           3           8          20          14  0.68090840589281432     
           5          11          16          10  0.61915598824556228     
           5          13          25          10  0.57044503222301979     
           1          15          20          16  0.62852478786963317     
           3          10          18          11  0.67378459155207093     
           4           8          16          20  0.69738584996456610     
           5          11          17          13  0.64183617900203660     
           6          11          24          15  0.57799683133448809     
           5          23          18           9  0.55526119537620355     
           3          15          24          16  0.63272513100535610     
           2          10          17          21  0.69484196525770814     
           2          11          18          15  0.65886443898369840     
           4          15          21          14  0.61117867513812263     
           3          16          21           9  0.61911019616317264     
           2          15          20          13  0.60969558510286392     
           3          12          25          15  0.59147006332743124     
           7          11          16          13  0.60376994779708848     
           4          11          18          11  0.62229246880678279     
           3          13          19          14  0.64726297340683370     
           2          10          19          18  0.66599084350634374     
           1          10          17          15  0.68544729025607820     
           2          12          24          13  0.63732196020344001     
           5          12          26           9  0.57688511608972559     
           5          12          22          11  0.60891158793548228     
           1          10          28          11  0.63578076075298540     
           2          12          21          12  0.60947522163221124     
           2           8          26          14  0.63106869712611136     
           2           9          18          16  0.65264207211503222     
           4          12          27          13  0.64240791159537947     
           5          16          25          14  0.59083221744169978     
           5          13          25          12  0.58356120020993096     
           0          12          29          13  0.64662947114745584     
           3           9          27           8  0.65608124627327880     
           1          13          21          14  0.63048736345502443     
           2          10          22          16  0.61308929423091163     
           3          13          25          14  0.62509599040706287     
           4          10          25          11  0.58949111034248913     
           9          13          21           9  0.58309371372521490     
           2          11          18          17  0.66376978069679060     
           1           7          20          16  0.71585867324034325     
           0          16          17          10  0.67613552122221654     
           4          15          19          10  0.58493310987176461     
           3          11          20          15  0.58060085981598553     
           5          11          20          15  0.60091098250989317     
           5          13          16          15  0.61558384940593502     
           3          10          26          11  0.64460956914730061     
           1          11          21          11  0.65211114890107813     
           1          10          28          13  0.67488897676259907     
           0           7          30          18  0.68215619454156606     
           0          11          26          17  0.64214957124692407     
           3          17          27          14  0.55058551922260934     
           7          14          24           8  0.49434672606066271     
           1          16          24          14  0.62431343690389862     
           2          14          18          19  0.68570960871800202     
           1           7          16          16  0.67900164651058914     
           2          13          18          12  0.65969449194461238     
           2           8          21           9  0.65619747555167662     
           2          13          25          12  0.61775260645498076     
           7          16          23          14  0.53342034518273618     
           3          14          23          15  0.58681016682681764     
           2           9          22          12  0.66843396723702719     
           4           8          12          15  0.67764979726284957     
           1           9          16          19  0.69867113330190478     
           3          10          16          20  0.67615488713193672     
           3          14          22          12  0.59936969945731344     
          10          16          25           7  0.51294570597032163     
           7          16          21          15  0.55980630198514303     
           1          10          21          17  0.66957711608558890     
           2           9          21          16  0.68119706252363743     
           1          10          20          20  0.67131281116734287     
           4          11          18          17  0.62543633522481645     
           2          11          28          13  0.60809409381321389     
           3          16          25          14  0.58481213954144584     
           3          14          19          12  0.53070290948004828     
           0           9          24          12  0.62524127932932894     
           5          12          22          14  0.64581302048644806     
           5          11          20           9  0.62164288230589582     
           1          17          27          15  0.63735579635826167     
           1           9          24          20  0.66578763727760337     
           2           8          22          17  0.67299274701598566     
           4          15          22          11  0.60803158499279619     
           5          18          20          10  0.55538811374909236     
           4          14          23          11  0.62460409257455607     
           2          10          20          14  0.67688488205854347     
           1           5          25          21  0.67766161556022131     
           4          11          17          12  0.58303038815088915     
           2          14          21           7  0.60134550410173226     
           1          15          26           9  0.62245751531364835     
           7          13          23          17  0.57946123913073821     
           2          13          29          15  0.61846082935524738     
           3          13          24          12  0.63941531004239027     
           3          19          23          11  0.60366792612408582     
           4          14          25          10  0.57398259736271151     
           3           8          27          13  0.63455545706720651     
           3           9          27          17  0.68275456242430266     
           2           9          23          12  0.65056366716802350     
           3          17          16           8  0.59941554497251492     
           5          16          20          16  0.61251632264842171     
           1           9          20          16  0.66020556309274225     
           4          10          18          15  0.62651804541084544     
           2           9          25          17  0.63630544321430127     
           5          16          19          10  0.60146719429083373     
           3          13          18          11  0.65042298765201378     
           0           7          20          20  0.71655303088718270     
           6          13          20          17  0.62327271189442846     
           6          15          19           9  0.52414805953128496     
           7          13          17          16  0.60080973631685497     
           2           6          19          13  0.68288502397374284     
           2           8          15          19  0.69445421461706691     
           2           7          20          22  0.66427828709787740     
           6          19          19          13  0.59372122470483835     
           6          17          25           8  0.55448636153148190     
           6           9          21          14  0.60330024052021902     
           2           9          20          16  0.68351867847671532     
           1           9          17          15  0.72381337857364414     
           1          12          16          19  0.65115388019126352     
           6          19          20           9  0.53383884265038384     
           6          17          25          13  0.54916712493487641     
           0           5          22          18  0.68966090547038184     
           2           8          19          14  0.69856261207956616     
           2          11          23          11  0.64367444973081733     
           6          18          24          11  0.59691142317458601     
           3          21          25           9  0.59519635272480842     
           6          12          19          13  0.59985039042134536     
           4          12          16          19  0.62256506875897910     
           4           9          21          18  0.65596958093051061     
           2          12          17          13  0.69162557852147943     
           2           9          25          16  0.68204528047826807     
